source;translation;type;module;status;customer
"Add custom translation";"Toevoegen aangepaste vertaling";C;;T;N
"Load IP details";"Laad IP-details";C;;T;N
"Screen %s is in menu and thus can not be deleted";"Scherm %s is in het menu en kan dus niet worden verwijderd";S;affiliate;T;N
"Referral ID can contain only [a-zA-Z0-9_-] characters";"Referentei ID kan alleen [a-zA-Z0-9_-] tekens bevatten";B;;T;N
"Affiliate screen successfully deleted";"Partner scherm verwijderd";S;merchant;T;N
"Error changing default country";"Fout bij het wijzigen van standaard land";S;;T;N
"Default country changed";"Standaard land gewijzigd";S;;T;N
"Column %s contains unallowed characters";"Kolom %s bevat ongepermitteerde tekens";S;;T;N
"Could not backup changed theme resource file %s (%s)";"Kan geen back-up opslaan, thema resource file %s (%s)";S;;T;N
"Could not install new theme resource (%s) file.  Make sure that file is writable by webserver.";"Kan nieuw thema bestand (%s) niet installeren. Zorg ervoor dat bestand schrijfbaar voor de webserver.";S;;T;N
"Common templates";"Gemeenschappelijke sjablonen";S;;T;N
"Common template can not be deleted";"Algemeen sjabloon kan niet worden verwijderd";S;;T;N
"File deleted";"Bestand verwijderd";S;;T;N
"File can not be deleted";"Bestand kan niet worden verwijderd";S;;T;N
"File added";"Bestand toegevoegd";S;;T;N
"Commission overview";"Provisie overzicht";S;;T;N
"Count of affiliates";"Aantal partners";B;;T;N
"Admin Account Info";"Administrator Account Informatie";S;;T;N
"Database Info";"Database Informatie";S;;T;N
"Add affiliate to group";"Toevoegen partner aan de groep";B;;T;N
"You can modify affiliate menu by dragging it's items.";"U kunt het partner menu door slepen van objecten wijzigen.";S;merchant;T;N
"Items can be removed by dragging to Trash";"Objecten kunnen verwijderd worden door deze naar de Prullenbak te slepen";S;merchant;T;N
"Here you can see list of all screens available in merchant panel";"Hier ziet u de lijst van alle schermen beschikbaar in zakenpartner panel";S;merchant;T;N
"Custom pages";"Aangepaste pagina's";S;merchant;T;N
"Predefined pages";"Voorgedefinieerde";S;merchant;T;N
"Url page settings";"Url pagina-instellingen";S;merchant;T;N
"Affiliate link: http://www.example..";"Partner link: http://www.example ..";S;merchant;T;N
"All Commisions";"Alle provisies";S;merchant;T;N
"Countries";"Landen";S;merchant;T;N
"Start with Post Affiliate";"Begin met Post Affiliate";S;merchant;T;N
"Main Integration Steps";"Belangrijkste Integratie Stappen";B;merchant;T;N
"Advanced";"Geavanceerd";B;merchant;T;N
"Edit url page";"Bewerken url pagina";C;affiliate;T;N
"Show banners with stats only";"Toon banners alleen met statistieken";C;affiliate;T;N
"Integrate with your web page & shop";"Integratie met uw webpagina & shop";C;merchant;T;N
"Menu & screens";"Menu & schermen";C;merchant;T;N
"Customize design";"Aanpassen ontwerp";C;merchant;T;N
"Change logo";"Wijzig logo";C;merchant;T;N
"Edit menu";"Menu Bewerken";C;merchant;T;N
"Edit header";"Bewerken header";C;merchant;T;N
"Edit footer";"Bewerken voettekst";C;merchant;T;N
"Edit %s";"Bewerken %s";C;merchant;T;N
"Add to menu";"Toevoegen aan menu";C;merchant;T;N
"Are you sure you want to delete this page?";"Weet u zeker dat u deze pagina wilt verwijderen?";C;merchant;T;N
"Add new custom page";"Toevoegen nieuwe aangepaste pagina";C;merchant;T;N
"Add new url page";"Toevoegen nieuwe url pagina";C;merchant;T;N
"Affiliate panel screens";"Partner panel schermen";C;merchant;T;N
"Edit signup form";"Bewerken aanmeldingsformulier";C;merchant;T;N
"Are you sure to delete selected affiliate from this commission group?";"Bent u er zeker van om de geselecteerde partner van deze provisiegroep te verwijderen?";C;affiliate;T;N
"Edit commission group";"Bewerken provisiegroep";C;;T;N
"Add commission group";"Toevoegen provisiegroep";C;;T;N
"Are you sure to delete selected commission group?";"Bent u er zeker van om de geselecteerde provisiegroep te verwijderen?";C;;T;N
"Commission groups";"Provisiegroepen";C;;T;N
"Available countries";"Beschikbare landen";C;;T;N
"Enter valid %s";"Geldigheid %s ingeven";B;;T;N
"Retry Update";"Opnieuw Updaten";C;;T;N
"Start Update";"Start Update";C;;N;N
"Are you sure you want to delete selected file?";"Weet u zeker dat u het geselecteerde bestand wilt verwijderen?";C;;T;N
"File from common templates is used";"Bestand van gemeenschappelijke sjablonen gebruikt";C;;T;N
"Create specific file for this theme";"Maak een specifieke bestand voor dit thema";C;;T;N
"Edit this file";"Bewerk dit bestand";C;;T;N
"Delete this file";"Verwijder dit bestand";C;;T;N
"Failed to invite %s %s";"Mislukt uitnodigen %s %s";S;;T;N
"%s %s successfully invited";"%s %s succesvol uitgenodigd";S;;T;N
"%s successfully add";"%s succesvol toevoegen";S;;T;N
"user(s) in commission group";"gebruiker(s) in provisiegroep";S;;T;N
"Admin";"Administrator";S;merchant;T;N
"Could not delete logged %s";"Kan deze niet verwijderen %s";S;merchant;T;N
"Private campaign";"Prive-campagne";S;;T;N
"Copying file";"Kopiëren bestand";S;;T;N
"Error during application update (%s)";"Fout tijdens de toepassing update (%s)";S;;T;N
"Could not open csv file.";"Kan csv-bestand niet openen.";S;;T;N
"Failed to create new language: %s";"Mislukt om nieuwe taal aan te maken: %s";S;;T;N
"Application meta description";"Toepassing meta description";S;;T;N
"GwtPHP Framework Application, Gwt, PHP";"Gwt PHP Application Framework, GWT, PHP";S;;T;N
"Maintenance Mode: Update in progress. Please run installer to finish update.";"Onderhoudsmodus: Werk in uitvoering. Voer installatieprogramma uit en voltooien update.";S;;T;N
"Maintenance Mode: Install in progress";"Onderhoudsmodus: Installatie in uitvoering";S;;T;N
"Please select the language to use during the Post Affiliate Pro installation steps";"Selecteer de taal te gebruiken tijdens de Post Affiliate Pro installatiestappen";S;;T;N
"Product of";"Product van";S;merchant;T;N
"Features";"Bevat";B;;T;N
"SIGNUP FORM FIELDS";"AANMELDFORMULIER VELDEN";S;merchant;T;N
"Get More Plugins";"Meer Plugins";S;;T;N
"You can find additional plugins for your site in our plugin directory on page";"U vindt extra plugins voor uw site in onze plugin directory op de site";S;;T;N
"To install a plugin you generally just need to extract and upload the plugin file into your /plugins directory. Once a plugin is uploaded, you may activate it below.";"Voor het installeren van een plugin die u doorgaans alleen extra beheer en upload de plugin bestand in je / plugins directory. Zodra een plugin is geüpload, kunt u hieronder activeren.";S;;T;N
"Uploaded, but inactive plugins";"Geüpload, maar inactieve plugins";S;;T;N
"Campaign is Active";"Campagne is actief";C;affiliate;T;N
"Campaign is paused (visible)";"Campagne is onderbroken (zichtbare)";C;affiliate;T;N
"Campaign is stopped (invisible)";"Campagne is gestopt (onzichtbaar)";C;affiliate;T;N
"Campaign is active, not running";"Campagne actief is, wordt niet vertoond";C;affiliate;T;N
"No banners";"Geen banners";C;affiliate;T;N
"Are you sure to delete selected merchant?";"Bent u er zeker van de geselecteerde zakenpartner te verwijderen?";C;merchant;T;N
"You are approved";"U bent goedgekeurd";C;affiliate;T;N
"You are waiting for approval";"U wachten op goedkeuring";C;affiliate;T;N
"You are declined";"U bent afgewezen";C;affiliate;T;N
"Apply for this campaign";"Aanmelden voor deze campagne";C;affiliate;T;N
"Invite to campaign";"Uitnodiging voor campagne";C;;T;N
"Are you sure you want to invite selected affiliate(s) to this campaign?";"Weet u zeker dat u de geselecteerde partner(s) voor deze campagne wilt uitnodigen?";C;;T;N
"If you deactivate this feature, all campaigns are change to public. Are you sure you want to deactivate this feature?";"Als u deze functie uitschakeld, worden alle campagnes veranderen en geplaatst. Weet u zeker dat u deze wilt uitschakelen?";B;merchant;T;N
"Are you sure you want to activate this feature?";"Weet u zeker dat u deze wilt activeren?";B;;T;N
"Affiliates in campaign";"Partners in campagne";C;;T;N
"Public - visible to all";"Openbaar - zichtbaar voor allen";B;;T;N
"Public - with manual approval";"Openbaar - met handmatige goedkeuring";B;;T;N
"Your license has changed. Restart is needed. Do you want to restart now?";"Uw licentie is veranderd, herstart is nodig. Wilt u nu opnieuw opstarten?";C;;T;N
"Error refreshing license (%s).";"Fout vernieuw licentie (%s).";C;;T;N
"Restart of application is needed. Do you want to restart now?";"Herstart van het programma is nodig. Wilt u nu opnieuw opstarten?";C;;T;N
"FeaturesDescription";"Features zijn uitbreidingen die u aan- of uitschakelen kunt.";C;;T;N
"Parent_Affiliate_signup_Help";"Partner is de partner die uw over dit programma verteld heeft.";C;;T;N
"Your license does not allow activation of this feature.";"Uw licentie staat activering van deze functie niet ote.";C;;T;N
"Are you sure you want to deactivate this feature?";"Weet u zeker dat u deze wilt uitschakelen?";B;;T;N
"Finance";"Financiën";C;;T;N
"Action code must be unique in campaign";"Actie code moet uniek zijn in campagne";S;;T;N
"Action name must be unique in campaign";"Actie naam moet uniek zijn in campagne";S;;T;N
"User is also in this or other commission group for this campaign";"Gebruiker is ook in deze of andere diensten van de provisie voor deze campagne";S;;T;N
"Missing campaign id";"Campagne id mist";S;;T;N
"Menu entry with %s already exists";"Menu-item met %s bestaat al";S;;T;N
"Lifetime commissions";"Levenslange commissies";S;;T;N
"Add per action commission";"Toevoegen provisie per aktie";C;;T;N
"Action name";"Actienaam";B;;T;N
"Action code";"Actie code";B;;T;N
"IntegrationActionHelp";"Met deze parameter stelt u in welke provisie opgeslagen moet worden";C;;T;N
"not specified";"niet nader gespecificeerd";C;merchant;T;N
"IntegrationAffiliateHelp";"Met deze parameter dwingt u de vastlegging van provisie voor deze partner";C;merchant;T;N
"IntegrationCampaignHelp";"Met deze parameter dwingt u de vastlegging van provisie voor deze campagne";C;merchant;T;N
"IntegrationStatusHelp";"Met deze parameter dwingt u het zetten van de status voor deze provisie";C;merchant;T;N
"IntegrationCommissionHelp";"Waarde van algemen provisie.";C;merchant;T;N
"Sales/Leads Tracking";"Verkoop / Leads Tracking";C;merchant;T;N
"Data %s";"Gegevens van %s";C;merchant;T;N
"%s - tier";"%s - lijst";C;merchant;T;N
"Drag this icon to QuickLaunch";"Sleep dit pictogram naar QuickLaunch";C;;T;N
"Add to Quick Launch";"Toevoegen aan Snel starten";C;;T;N
"Show advanced tracking options";"Toon geavanceerde opties voor het bijhouden";C;merchant;T;N
"Hide advanced tracking options";"Verberg geavanceerde opties voor het bijhouden";C;merchant;T;N
"Rotator banner can not contain same banner twice";"Rotator banner kan geen tweemaal dezelfde banner bevatten";S;;T;N
"Rule";"Regels";S;;T;N
"Campaign id is missing";"Campagne-id ontbreekt";S;;T;N
"You cannot migrate data to already existing installation";"Je kunt niet migreren van gegevens van reeds bestaande installatie";S;;T;N
"Failed to load file info";"Fout bij laden bastand informatie";S;;T;N
"Failed to delete file. File doesn't exist in database.";"Fout bij verwijderen bestand. Bestand bestaat niet in de database.";S;;T;N
"Failed to delete file from database.";"Fout bij bestand verwijderen uit de database.";S;;T;N
"Required plugin %s is not active";"Vereiste plugin %s is niet actief";S;;T;N
"Required plugin %s has to be in version %s or higher";"Vereiste plugin %s te worden in versie %s of hoger";S;;T;N
"Banner Parameters";"Banner Parameters";S;merchant;N;N
"Conditions";"Voorwaarden";S;merchant;T;N
"If";"Als";S;merchant;T;N
"that are";"deze zijn";B;merchant;T;N
"then";"dan";B;merchant;T;N
"Performance rewards";"Prestatiepremieregeling";B;;T;N
"Are you sure to delete selected rule?";"Bent u er zeker van geselecteerde regel te verwijderen?";C;;T;N
"Add rule";"Toevoegen regels";C;;T;N
"Actual month";"Actuele maand";B;;T;N
"Actual year";"Actuele jaar";B;;T;N
"All unpaid commissions";"Alle niet-betaalde provisies";B;;T;N
"Last week";"Afgelopen week";B;;T;N
"Last two weeks";"Laatste twee weken";B;;T;N
"Since day of last month";"Sinds de dag van de vorige maand";B;;T;N
"Approved or Pending";"Goedgekeurd of in afwachting";B;;T;N
"Edit rule";"Bewerken regel";C;;T;N
"Rule number";"Regelnummer";C;;T;N
"BannerStatisticsHeader";"Bannerstatistiek";C;merchant;T;N
"BannerStatisticsDescription";"Controleer de prestatie van deze banner op impressies, kliks, verkopen of provisie.";C;merchant;T;N
"Original currency code";"Originele valutacode";S;;T;N
"Error while saving commission: %s";"Fout tijdens het opslaan van de provisie: %s";S;merchant;T;N
"Error while adding commission: %s";"Fout bij het toevoegen van de provisie: %s";S;merchant;T;N
"Commissions added successfuly";"Provisie succesvol toegevoegd";S;merchant;T;N
"User roles privileges";"Regels voor gebruikers en privileges";B;;T;N
"Default role can not be deleted!";"Standaard regels kunnen niet verwijderd worden!";S;;T;N
"Commission type settings";"Provisie soort instellingen";S;merchant;T;N
"Multiple currencies";"Meerdere valuta";S;;T;N
"Recurring Commissions";"Terugkerende provisies";B;;T;N
"Role will be copied into new role with all privileges of original role.";"Regel zal worden gekopieerd in de nieuwe regel met alle privileges van de oorspronkelijke regel.";S;;T;N
"Extra bonus";"Extra bonus";C;;N;N
"Action commission";"Actie provisie";C;;T;N
"ActionCommissionDescription";"Actie provisie beschrijving";C;;T;N
"Cpm commission";"CPM provisie";C;;T;N
"CpmCommissionDescription";"Cpm provisie beschrijving";C;;T;N
"Are you sure you want to delete selected currency";"Weet u zeker dat u deze geselecteerde valuta wilt verwijderen";C;;T;N
"Recurrence";"Herhaling";B;;T;N
"Click commission";"Klik provisie";C;merchant;T;N
"ClickCommissionDescription";"klik provisie beschrijving";C;merchant;T;N
"Sale commission";"Verkoop provisie";C;merchant;T;N
"SaleCommissionDescription";"Verkoop provisie beschrijving";C;merchant;T;N
"Name of new role";"Naam van de nieuwe regel";C;;T;N
"Copy of ";"Copy van ";C;;T;N
"Create new role";"Maak een nieuwe regel";C;;T;N
"Delete Role";"Verwijderen regel";C;;T;N
"Copy Role";"Kopieer regel";C;;T;N
"Copy User Role";"Kopieer Gebruikerregel";C;;T;N
"Privileges";"Priverechten";C;;T;N
"Users";"Gebruikers";C;;T;N
"Are you sure you want to delete role %s ?";"Weet u zeker dat u deze wilt verwijderen, regel %s?";C;;T;N
"Example SubId link";"Voorbeeld subid link";S;affiliate;T;N
"Loading application";"Laden toepassing";S;;T;N
"New password link";"Nieuw wachtwoord link";S;;T;N
"here";"hier";S;affiliate;T;N
"Web Url";"Web-URL";B;merchant;T;N
"Company name";"Bedrijfsnaam";B;;T;N
"State";"Provincie";B;merchant;T;N
"Zipcode";"Postcode";B;merchant;T;N
"Phone";"Telefoon";B;merchant;T;N
"Fax";"Fax";B;merchant;N;N
"Unused";"Ongebruikte";B;;T;N
"ICQ";"ICQ";B;merchant;N;N
"MSN Messenger";"MSN Messenger";B;merchant;N;N
"Skype";"Skype";B;merchant;N;N
"Yahoo Messenger";"Yahoo Messenger";B;merchant;N;N
"Google talk";"Google Talk";B;merchant;T;N
"Contact email";"Contact email";B;merchant;N;N
"<strong>Welcome to our affiliate program</strong><br/><br/>Use the menu to navigate through your panel.<br/>The <strong>Promotion</strong> menu contains campaigns, banners and other tools to help you in promotion.<br/>In <strong>Reports</strong> you can run various reports showing you the results - traffic sent by you, commissions you earned and so on.<br/><br/>";"<strong> Welkom op ons affiliate programma </ strong> <br/> <br/> Gebruik het menu om te navigeren via uw configuratiescherm. <br/> De <strong> Promotie </ strong> menu bevat campagnes, banners en andere hulpmiddelen om u te helpen in promotie. <br/> Bij <strong> Verslagen </ strong> kunt u verschillende rapporten tonen u de resultaten - het verkeer door u gezonden, provisies die u verdiend en zo verder. <br/> <br/>";B;;T;N
"PayPal Email";"PayPal E-mail";B;;T;N
"Payable to";"Te betalen aan";B;;T;N
"Moneybookers";"Moneybookers";B;;N;N
"Moneybookers Email";"Moneybookers Email";B;;N;N
"Bank / Wire transfer";"Bank / Wire transfer";B;;N;N
"Bank account name";"Bankrekeninghouder";B;;T;N
"Bank account number";"Bankrekeningnummer";B;;T;N
"Bank name";"Banknaam";B;;T;N
"Bank code";"Bank code";B;;N;N
"Bank address";"Bank adres";B;;T;N
"Bank SWIFT code";"Bank SWIFT-code";B;;T;N
"Affiliate program";"Affiliate programma";B;;T;N
"Welcome to affiliate program";"Welkom bij het Affiliate programma";B;;T;N
"Merchants";"Merchants";B;;N;N
"It is not possible to changes privileges for default role %s";"Het is niet mogelijk om wijzigingen privileges in standaardregel tw wijzigen %s";S;;T;N
"Recurring";"Herhalen";C;;T;N
"Referral";"Referentie";C;;T;N
"Chargeback";"Terugbetaling";C;;T;N
"Affiliates in group";"Partner in groep";C;;T;N
"Back to campaign";"Terug naar de campagne";C;;T;N
"MerchantsDescription";"Merchants beschrijving";C;merchant;T;N
"New user role you can create by copying of existing role to new role. Default roles can't be deleted or modified!";"Nieuwe gebruikerregel kunt u door het kopiëren van bestaande regel aan nieuwe regel aanmaken. Standaard functies kunnen niet worden verwijderd of aangepast!";C;;T;N
"Recurring commission";"Terugkerende provisie";S;;T;N
"Rank";"Rank";B;;N;N
"Missing banner id";"Missende banner id";S;;T;N
"Banner Rotator";"Banner Rotator";B;;N;N
"Status of selected recurring transaction(s) was changed";"Status van geselecteerde terugkerende transactie(s) is gewijzigd";S;;T;N
"Failed to change status of selected recurring transaction(s)";"Fout bij de status van de geselecteerde terugkerende transactie(s)";S;;T;N
"Last commission";"Laatste provisie";S;;T;N
"Each 15 minutes";"Elke 15 minuten";B;;T;N
"Quarterly";"Driemaandelijks";B;;T;N
"Semiannualy";"Halfjaarlijks";B;;T;N
"Failed to make refund / chargeback of selected transaction(s)";"Fout bij restitutie / terugbetaling van geselecteerde transactie(s)";S;merchant;T;N
"Preset name must be unique";"Ingestelde naam moet uniek zijn";S;;T;N
"Last commission date";"Laatste provisie datum";S;merchant;T;N
"%s banners";"%s banners";C;affiliate;N;N
"Add To Rotator";"Toevoegen aan Rotator";C;;T;N
"Select Banner";"Selecteer Banner";C;;T;N
"Rotator";"Rotator";C;;N;N
"Are you sure you want to change status of selected recurring commission(s)?";"Weet u zeker dat u deze status van geselecteerde terugkerende provisie(s) wilt wijzigen?";C;;T;N
"RecurringCommissionsListDescription";"Terugkerende provisielijst";C;;T;N
"Refund management";"Restitutie beheer";C;merchant;T;N
"Do you really want to set refund / charge back on the selected transaction(s)?";"Wilt u echt de gemarkeerde transacties terugboeken?";C;merchant;T;N
"Make refund";"Aanmaken restitutie";C;merchant;T;N
"Make charge back";"Aanmaken terugboeking";C;merchant;T;N
"Edit available countries";"Bewerken beschikbare landen";C;merchant;T;N
"Update license";"Update licentie";C;;T;N
"Revalidate license";"Vernieuwen licentie";C;;T;N
"Invalid license";"Ongeldige licentie";C;;T;N
"License ID can not be empty";"Licentie-ID kan niet leeg zijn";C;;T;N
"CPM";"CPM";B;;N;N
"Username (Email)";"Gebruikersnaam (E-mail)";B;;T;N
"IP";"IP";S;;N;N
"Tier";"Staffel";S;;T;N
"Unknown";"Onbekend";B;;T;N
"First Name";"Voornaam";B;;T;N
"Last Name";"Achternaam";B;;T;N
"commission group";"Provisiegroep";B;;T;N
"Campaign name";"Campagnenaam";B;;T;N
"Id";"Id";B;;N;N
"Recurring commissions";"Terugkerende provisies";B;;T;N
"Daily";"Dagelijks";B;;T;N
"Weekly";"Wekelijkse";B;;T;N
"Monthly";"Maandelijks";B;;T;N
"Yearly";"Jaarlijks";B;;T;N
"Raw Clicks";"Raw klikken";B;;T;N
"Tree of subaffiliates";"Overzicht van sub-partners";B;;T;N
"My profile";"Mijn profiel";B;;T;N
"Value";"Bedrag";B;;T;N
"Quick report";"Snel verslag";B;merchant;T;N
"Mail outbox";"Mail outbox";B;;N;N
"Report problems";"Raport problemen";B;merchant;T;N
"Approved";"Goedgekeurd";B;;T;N
"Pending";"In behandeling";B;;T;N
"Payout History";"Uitbetaalgeschiedenis";S;merchant;T;N
"payees";"incassanten";S;merchant;T;N
"Referer url";"Referentie url";S;merchant;T;N
"Click";"Klik";B;;T;N
"Email sent";"E-mail verzonden";S;merchant;T;N
"Error while sending mail";"Fout bij het verzenden van e-mail";S;merchant;T;N
"paid";"betaald";B;;T;N
"File not exist";"Bestand bestaat niet";B;;T;N
"It is not allowed to upload file bigger as %s bytes. Your file has size %s bytes.";"Het is niet toegestaan om te uploaden van bestanden groter als %s bytes. Uw bestand grootte %s bytes.";S;;T;N
"Select Language";"Selecteer Taal";B;;T;N
"Installing templates";"Installeren van sjablonen";S;;T;N
"DONE";"GEREED";S;;T;N
"Commissions: ";"Provisies: ";S;affiliate;T;N
"Contact us";"Contacteer ons";B;affiliate;T;N
"Raw";"Raw";B;;N;N
"Unique";"Uniek";B;;T;N
"Request New Password";"Een nieuw wachtwoord aanvragen";B;;T;N
"Cookie settings";"Cookie-instellingen";S;merchant;T;N
"HEADER";"HEADER";S;merchant;N;N
"MENU";"MENU";S;merchant;N;N
"CONTENT";"INHOUD";S;merchant;T;N
"FOOTER";"Footer";S;merchant;T;N
"Campaign type";"Soort campagne";B;;T;N
"Tasks waiting for approval";"Taken wachten op goedkeuring";S;merchant;T;N
"Traffic overview";"Verkeer overzicht";S;;T;N
"URL Parameter Names";"URL parameter Namen";B;merchant;T;N
"Parameter names";"Parameter namen";S;merchant;T;N
"Real list should look like this";"Werkelijke lijst ziet er als volgt uit";S;merchant;T;N
"Fields";"Velden";B;merchant;T;N
"DirecLink Urls";"DirecLink URL's";S;merchant;T;N
"Report problem";"Raport probleem";S;merchant;T;N
"in";"in";S;merchant;N;N
"Signup commissions";"Aanmeld provisies";B;merchant;T;N
"Email settings";"E-mail instellingen";B;;T;N
"Mail account setup";"Mail-account instellen";S;;T;N
"version";"versie";S;;T;N
"Background Color";"Achtergrondkleur";S;;T;N
"Email Notifications";"E-mailadres Notificaties";C;;T;N
"Download Signup form";"Download aanmeldingsformulier";C;affiliate;T;N
"Download Login form";"Download Login formulier";C;affiliate;T;N
"Are you sure want to delete selected channel?";"Weet u zeker dat u geselecteerde kanaal wilt verwijderen?";C;affiliate;T;N
"Sale";"Verkoop";B;;T;N
"Lead";"Lead";C;;N;N
"Action";"Actie";B;;T;N
"Unpaid";"Onbetaalde";B;;T;N
"per Action";"per actie";C;;T;N
"Add affiliate";"Toevoegen partner";C;;T;N
"Retype password";"Bevestig uw wachtwoord";C;merchant;T;N
"Private - Visible only for invited affiliates";"Prive - alleen zichtbaar voor uitgenodigde partners";B;;T;N
"Email Templates";"E-mail sjablonen";C;;T;N
"Payout Options";"Uitbetaalopties";C;merchant;T;N
"Banners manager";"Banners manager";C;merchant;N;N
"Affiliate signup";"Partner aanmelding";B;merchant;T;N
"Event Logging";"Gebeurtenisregistratie";C;merchant;T;N
"Getting Started";"Aan de slag";C;merchant;T;N
"MerchantHomeDescription";"Merchant Home beschrijving";C;merchant;T;N
"New";"Nieuw";C;merchant;T;N
"none";"geen";C;merchant;T;N
"Create Banner";"Aanmaken Banner";C;merchant;T;N
"Banners & Links Formats";"Banners & Links Formaten";C;merchant;T;N
"impressions";"vertoningen";C;merchant;T;N
"clicks";"klikken";C;merchant;T;N
"sales";"verkoop";C;merchant;T;N
"Enabled";"Ingeschakeld";C;merchant;T;N
"Disable";"Uitschakelen";C;;T;N
"Disabled";"Uitgeschakeld";C;;T;N
"Enable";"Inschakelen";C;;T;N
"URL";"URL";B;;N;N
"Image Url";"Afbeeldings-URL";C;merchant;T;N
"Width";"Breedte";B;merchant;T;N
"Height";"Hoogte";B;merchant;T;N
"Flash Url";"Flash Url";C;merchant;N;N
"Invoice Format";"Factuurindeling";C;merchant;T;N
"VAT Handling";"BTW Hantering";C;merchant;T;N
"CheckBox";"Selectievakje";C;merchant;T;N
"page";"pagina";C;merchant;T;N
"Referral commission";"Verwijzing provisie";B;merchant;T;N
"Automatic approval";"Automatische goedkeuring";C;merchant;T;N
"Manual approval";"Handleiding goedkeuring";C;merchant;T;N
"All Affiliates";"Alle partners";C;merchant;T;N
"per Sale";"per verkoop";B;;T;N
"Select Wallpaper";"Selecteer Achtergrond";C;;T;N
"Are you sure you want to set ";"Bent u zeker dat u dit wilt instellen";C;;T;N
"delete";"verwijderen";C;;T;N
"Add link";"Link toevoegen";C;;T;N
"Back";"Terug";C;;T;N
"Internal Error";"Interne fout";C;;T;N
"English Name";"Engelse naam";C;;T;N
"Set new password";"Nieuw wachtwoord instellen";C;;T;N
"details";"details";B;;T;N
"Campaign:";"Campagne:";S;merchant;T;N
"Buy feature";"Koop functie";S;merchant;T;N
"%s% of users bought this feature";"%s% van de gebruikers kochten deze functie";C;;T;N
"Payment link not loaded yet";"Betaallink nog niet geladen";C;;T;N
"Buy selected features";"Koop geselecteerde functies";C;;T;N
"Signup bonus saved";"Aanmelden bonus opgeslagen";S;merchant;T;N
"Signup commission";"Aanmelden provisie";S;merchant;T;N
"Don't send notification email";"Stuur geen e-mail aanmelding";C;merchant;T;N
"ReferralCommissionDescription";"Referentie provisie beschrijving";C;merchant;T;N
"Support multi tier";"Support multi staffel";C;merchant;T;N
"Commission type is disabled";"Provisie is uitgeschakeld";S;merchant;T;N
"Commission type not exist";"Provisie type bestaat niet";S;merchant;T;N
"To many commission types";"Teveel soorten provisie";S;merchant;T;N
"Update files";"Updatebestanden";B;;T;N
"Error during files update (%s)";"Fout tijdens het bijwerken van bestanden (%s)";S;;T;N
"Files updated";"Bestanden bijgewerkt";S;;T;N
"Invalid main directory";"Ongeldige hoofd directory";S;;T;N
"Wrong username / password";"Verkeerde gebruikersnaam / wachtwoord";S;;T;N
"Can not change to main directory";"Kan niet wijzigen naar directory";S;;T;N
"Directory %s does not exist";"Directory %s bestaat niet";S;;T;N
"Test";"Test";S;;T;N
"Dynamic link";"Dynamic Link";B;affiliate;T;N
"FTP Info";"FTP-Informatie";S;;T;N
"Destination url";"Bestemmings-URL";C;affiliate;T;N
"Copy & Paste this code to your page to get banner displayed:";"Kopieer en plak deze code in uw pagina voor banner weergegeven:";C;affiliate;T;N
"Get code";"Code ophalen";C;affiliate;T;N
"Banner dynamic link";"Banner dynamische koppeling";C;affiliate;T;N
"Hostname";"Hostnaam";C;;T;N
"Directory";"Directory";C;;T;N
"Click here to see hover banner";"Klik hier om de banner te zien";S;;T;N
"Options";"Opties";S;merchant;T;N
"Main image";"Hoofd afbeelding";C;;T;N
"Thumbnail image";"Miniatuur afbeelding";C;;T;N
"Background opacity";"Achtergrond weergave";C;;T;N
"Hover";"Beweeg";C;;T;N
"Cron job is not running";"Cron job is niet actief";S;merchant;T;N
"Error during installing templates (%s)";"Fout tijdens het installeren van sjablonen (%s)";S;;T;N
"This command will run job that is necessary when you generate recurring commmissions and some other features.";"Dit commando zal draaien en is nodig wanneer u wilt genereren terugkerende provisies en een aantal andere functies.";S;merchant;T;N
"If you deactivate this feature, all rotator banners will be deleted. Are you sure you want to deactivate this feature?";"Als u deze functie uitschakeld, zullen alle banners worden verwijderd. Weet u zeker dat u deze functie wilt uitschakelen?";B;merchant;T;N
"If you deactivate this feature, all hover banners will be deleted. Are you sure you want to deactivate this feature?";"Als u deze functie uitschakeld, zullen alle zweven banners worden verwijderd. Weet u zeker dat u deze functie wilt uitschakelen?";B;merchant;T;N
"Cron Job Integration";"Cron Job Integratie";C;merchant;T;N
"CronJobIntegrationDescription";"Cron Job Integratie beschrijving";C;merchant;T;N
"Recurring commissions require cron job which is not running now. Please set it up in Tools -> Integration -> Cron Job Integration";"Terugkerende opdrachten vereisen cron taak die nu niet loopt. Stelt deze in Tools -> Integratie -> Cron Job Integratie";S;;T;N
"Key %s does not exist in dictionary";"Toets %s bestaat niet in het woordenboek";S;;T;N
"Could not seek file";"Kan niet zoeken naar bestanden";S;;T;N
"Assign non-referred affiliate to";"Wijs niet-genoemde partnerprogramma aan";B;merchant;T;N
"Are you sure you want to select this theme for new affiliates?";"Weet u zeker dat u dit thema wilt selecteren voor nieuwe partner?";C;merchant;T;N
"Apply also for existing affiliates";"Gelden ook voor bestaande partners";C;merchant;T;N
"Deleting campaign causes that all its banners, transactions and stats will be deleted.";"Verwijderen campagne zal al haar banners, transacties en statistieken ook verwijderen.";C;merchant;T;N
"If you want to keep stats, transactions and banners change campaign status to stopped instead of deleting it.";"Als u de statistieken wilt bewaren, transacties en banners veranderen campagne status dan in gestopt in plaats van hem te verwijderen.";C;merchant;T;N
