source;translation;type;module;status;customer
"Only affiliates with vat";"Alleen partners met btw";C;merchant;T;N
"General Banner Information";"Algemene Informatie Banner";S;merchant;T;N
"In uploaded document were found following variables:";"In geüpload document zitten volgende variabelen:";S;merchant;T;N
"Supported Variables";"Ondersteunde variabelen";S;merchant;T;N
"You can preview rebranded PDF document - same result will see your affiliates. Variables will be replaced with values related to selected affiliate from list box.";"Voorbeeld rebranded PDF-document - hetzelfde resultaat ziet uw filialen. Variabelen worden vervangen door waarden in verband met geselecteerde partner uit de keuzelijst.";S;merchant;T;N
"Select affiliate first please!";"Selecteer eerst de affiliate!";C;;T;N
"Preview Rebranded PDF document";"Toon Rebranded PDF-document";C;;T;N
"Number of Sales";"Aantal verkopen";B;;T;N
"Network connections are disabled";"Netwerkverbindingen zijn uitgeschakeld";S;;T;N
"You can input multiple order IDs separated either by new line or comma";"U kunt input multiple order-id's scheiden door nieuwe lijn of komma";S;merchant;T;N
"Sale filter";"Verkoop filter";S;;T;N
"Minimum total cost";"Minimale totale kosten";S;;T;N
"After signup action code";"Na aanmelding actie code";S;;T;N
"Additional options";"Extra opties";S;;T;N
"Please enable ""iconv"" extension.";"Schakel ""iconv"" extensie in.";S;;T;N
"Please enable ""ionCube Loader"" extension.";"Schakel ""ionCube Loader"" extensie in.";S;;T;N
"After signup action campaign ID";"Na aanmelding actie campagne ID";S;;T;N
"After signup action saved";"Na aanmelding actie opgeslagen";S;;T;N
"Action commission for signup";"Actie provisie voor aanmelding";S;;T;N
"This plugin helps you to use action commission for signups. You need to have action commission feature activated! Create an action commission in a campaign and remember its code. After activation of this plugin, configure it and set the action commission code. You are also allowed to define campaign ID to apply action from campaign that is not set as default.";"Deze plugin kunt u gebruik te maken van de actie commissie voor aanmeldingen. U moet actie commissie functie geactiveerd! Maak een actie commissie in een campagne en onthoud de code. Na activering van deze plugin, configureren en instellen van de actie commissie code. U bent ook toegestaan om de campagne-id te passen actie van de campagne dat niet is ingesteld als standaard.";S;;T;N
"Below is list of supported variables you can use in your PDF document.
 Variables will be replaced by values related to affiliate, under which is PDF downloaded.
  Meaning of fields data1 - data10 you can customize in menu Configuration -> Affiliate Signup -> tab Fields";"Hieronder de lijst van ondersteunde variabelen die u kunt gebruiken in uw PDF-document.

 Variabelen worden vervangen door waarden in verband met partner, op grond waarvan PDF  is gedownload.

  Betekenis van de velden data1 - data10 kunt u aanpassen in het menu Configuratie -> Affiliate aanmelding -> tabblad Velden";S;merchant;T;N
"Uploaded Pdf File";"Uploaded Pdf-bestand";S;merchant;T;N
"File Name:";"Bestandsnaam:";S;merchant;T;N
"File Size:";"Bestandsgrootte:";S;merchant;T;N
"Upload PDF file";"Upload uw PDF-bestand";C;;T;N
"Hide Supported Variables";"Verbergen Ondersteunde Variabelen";C;;T;N
"Show Supported Variables";"Toon Ondersteunde Variabelen";C;;T;N
"Change affiliate manager info visible in affiliate panel";"Wijzig affiliate manager, info zichtbaar in affiliate panel";C;merchant;T;N
"Read more in our Knowledge Base";"Lees meer in onze Knowledge Base";S;;T;N
"Error loading user '%s'";"Fout bij het laden van gebruiker '%s'";S;;T;N
"Replicated site '%s' does not exist";"Gerepliceerde site '%s' bestaat niet";S;;T;N
"Invalid license.";"Ongeldige licentie.";S;;T;N
"Can not connect to FTP server.";"Kan geen verbinding maken met FTP-server.";S;;T;N
"Param itemId is mising";"Param itemId mist";S;;T;N
"Do not save sales after cookie lifetime";"Niet opslaan verkoop na cookie levensduur";S;;T;N
"Lifetime commission settings saved";"Levenslange provisie instellingen opgeslagen";S;;T;N
"Preview for";"Voorbeeld voor";S;merchant;T;N
"Files in replicated folder:";"Bestanden in de map gekopieerd:";B;;T;N
"Search for";"Zoeken naar";S;;T;N
"Lifetime of cookie in days for this commission group. 0 means infinite.";"Levensduur van de cookie in dagen voor deze commissie groep. 0 betekent oneindig.";C;;T;N
"Same as campaign";"Zelfde als campagne";C;;T;N
"Custom cookie validity";"Aangepast cookie geldigheid";C;;T;N
"Cookie lifetime";"Cookie levensduur";C;;T;N
"Generate .htaccess for this location";"Genereren .Htaccess voor deze locatie";C;;T;N
"Check if .htaccess is ok at this location";"Controleer of .Htaccess ok is op deze locatie";C;;T;N
"Replicated site is at default location";"Gerepliceerd site is standaard locatie";C;;T;N
"Replicated site is at custom location";"Gerepliceerd site op aangepaste locatie";C;;T;N
"Replicated site folder";"Gerepliceerd site map";C;;T;N
"Upload .htaccess to";"Uploaden .Htaccess aan";C;;T;N
"Check if it is working";"Controleer of het werkt";C;;T;N
"Generate .htaccess";"Genereren .Htaccess";C;;T;N
"Replicated site URL";"Gerepliceerd site-URL";S;merchant;T;N
"Replicated site files";"Gerepliceerd site bestanden";S;merchant;T;N
"You can use following variables in replicated files";"U kunt gebruik maken van volgende variabelen in de gerepliceerde bestanden";S;merchant;T;N
"Affiliate_Refid";"Affiliate_Refid";S;merchant;N;N
".htaccess code for replicated site";".htaccess code voor gerepliceerd site";S;merchant;T;N
"Default location works without any setup. You just specify name of replicated site.";"Standaard locatie werkt zonder installatie. Gewoon de naam van gerepliceerd site.";C;;T;N
"When you choose custom location, replicated site can be placed on any url you want but it needs further setup.";"Wanneer u kiest voor aangepaste locatie, kan gerepliceerd site geplaatst worden op een URL die u wenst.";C;;T;N
"Files to process";"Bestanden te verwerken";C;;T;N
"All replicated site files need to be uploaded to this folder.";"Alle gerepliceerd site bestanden moeten worden geüpload naar deze map.";C;;T;N
"Site url";"Site url";C;;N;N
"Referral ID can contain only [a-zA-Z0-9_-] characters. %s given";"Referentie ID kan alleen [a-zA-Z0-9_-] tekens. %s hebben";S;;T;N
"Conversion ratio";"Conversie ratio";B;merchant;T;N
"ActionCodeHelp";"ActionCodeHelp";C;;N;N
"Anchor links";"Anchor links";C;merchant;N;N
"Html_code_BannerParams_Help";"Html_code_BannerParams_Help";C;merchant;N;N
"Select how should be computed size of banner in image tag. You can select from predefined banner sizes or define own size.";"Geef aan hoe moet worden berekend, omvang van de banner in image-tag. U kunt kiezen uit vooraf gedefinieerde banner formaten of definieer eigen grootte.";C;merchant;T;N
"Error computing commissions: ";"Fout berekenen provisie: ";C;merchant;T;N
"Text link format";"Tekst link formaat";S;merchant;T;N
"Image banner format";"Afbeelding banner formaat";S;merchant;T;N
"Flash banner format";"Flash banner formaat";S;merchant;T;N
"Minimum_payout_options_Help";"Minimum_payout_options_Help";C;merchant;N;N
"Email address that will appear on emails sent by the system";"E-mail adres dat zal verschijnen op e-mails verzonden door het systeem";C;;T;N
"Name that will appear on emails sent by the system";"Naam die zal verschijnen op e-mails verzonden door het systeem";C;;T;N
"For proper SEO links functionality, you have to make sure that your web server supports mod_rewrite and you have to create a .htaccess file to your web home directory, and copy & paste the code below to this file.<br/>If this file already exists, simply add the code below to the end.<br/>Make sure you backup this file before making any changes.";"Voor een goede SEO links functionaliteit, moet u ervoor zorgen dat uw web server ondersteunt mod_rewrite en je moet een .Htaccess-bestand naar uw webserver home map kopieer & plak de code hieronder in dit bestand. <br/> Als dit bestand al bestaat, voegt de onderstaande code aan het einde toe. <br/> Zorg voor een back-up van dit bestand alvorens te wijzigingen.";S;merchant;T;N
"This will set the style of affiliate link URL that your affiliates will put to their pages. You can choose from the methods below.<br/>Note that some methods have different requirements";"De stijl van affiliate link URL die uw partners op hun pagina's kunnen plaatsen. U kunt kiezen uit de onderstaande methoden. <br/> Merk op dat sommige methoden hebben verschillende eisen";S;merchant;T;N
"You can choose to support DirectLink linking as an addition to your standard affiliate links.<br/>The links chosen above will work, plus your affiliates will have option to use DirectLinks. All affiliate DirectLink URLs require merchant's approval.";"U kunt kiezen voor ondersteuning DirectLink koppelen als aanvulling op uw standaard affiliate links. <br/> De links hierboven gekozen zal werken, plus uw partners hebben de optie te gebruiken DirectLinks. Alle affiliate DirectLink URL's vereisen handmatige goedkeuring.";S;merchant;T;N
"Choose how emails should be sent. Sending by mail() is highly recommended. If you don't receive emails, talk to your webhosting support to check and enable the PHP mail() function.<br/>Only if you cannot solve it, use sending by SMTP.";"Kies hoe u e-mailberichten moeten worden verzonden. Het verzenden van mail() wordt ten zeerste aanbevolen. Als u geen e-mails krijgt, vraag uw webhosting steun en te controleren in de PHP mail () functie. <br/> Alleen als u het niet kunt oplossen, gebruikt u het versturen van SMTP.";S;;T;N
"Key";"Sleutel";S;;T;N
"Initialization vector";"Initializeren vector";S;;T;N
"Key must be 16, 24 or 32 characters long";"Verdeelsleutel moeten 16, 24 of 32 tekens lang zijn";S;;T;N
"Initialization vector must be 16 characters long";"Initializeren vector moet 16 tekens lang zijn";S;;T;N
"Encrypt codes saved";"Versleutel codes opgeslagen";S;;T;N
"Payout fields encryption";"Uitbetaling velden encryptie";S;;T;N
"Site Replication is a special type of banner that replicates pages created by you so they are specific for affiliate. They can contain variables like affiliate refid, name, ... .%s<br/>";"Site replicatie is een speciaal soort banner. Ze kunnen ook variabelen als affiliate RefId, naam, ... .%s <br/>";S;;T;N
"Post signup page.";"Post aanmeldingspagina.";S;;T;N
"You have been successfully signed up.";"U bent met succes aangemeld.";S;;T;N
"Failed to set default merchant";"Fout bij instellen standaard merchant";S;merchant;T;N
"Default merchant changed";"Standaard merchant gewijzigd";S;merchant;T;N
"You cannot delete default merchant";"U kunt standaard merchant niet verwijderen";C;merchant;T;N
"You cannot set unapproved merchant to default";"U kunt niet-goedgekeurde merchant als standaard instellen";C;merchant;T;N
"to be the default merchant?";"word als standaard merchant opgeslagen?";C;merchant;T;N
"Affiliate - New User Signup Declined";"Partner - Nieuwe aanmelding afgewezen";B;;T;N
"You have been declined in affiliate program";"U heeft geweigerd in affiliate programma";B;;T;N
"Parent %s";"Huidige %s";S;;T;N
"Notification email";"Kennisgeving per e-mail";B;merchant;T;N
"Custom field number (1-6)";"Aangepast veld aantal (1-6)";S;;T;N
"Security code";"Beveiligingscode";S;;T;N
"Security code is used to prevent IPN frauds.";"Security code wordt gebruikt om te voorkomen voor IPN fraude.";S;;T;N
"Allow test sales";"Sta test verkoop toe";S;;T;N
"Register also test sales. This setting should be off in live system.";"Registreer ook testen verkoop. Deze instelling moet worden uitgeschakeld in live systeem.";S;;T;N
"AlertPay plugin configuration saved";"AlertPay plugin configuratie opgeslagen";S;;T;N
"AlertPay integration plugin";"AlertPay integratie plugin";S;;T;N
"This plugin handles AlertPay IPN notifications (integration of Post Affiliate with AlertPay). Do not forget to configure this plugin after activation.";"Deze plugin handeld AlertPay IPN kennisgevingen af (integratie van Post Affiliatie met AlertPay). Vergeet niet om deze plugin te activering.";S;;T;N
"do not force email usernames";"forceer geen email gebruikersnamen";C;merchant;T;N
"Invoice settings saved";"Factuur instellingen opgeslagen";S;merchant;T;N
"Invalid Smarty syntax. More information: ";"Ongeldige Smarty syntax. Meer informatie: ";S;merchant;T;N
"VAT handling saved";"BTW-afhandeling opgeslagen";S;merchant;T;N
"Target url";"Doel url";S;;T;N
"Error sending new direct link notification email to merchant: %s";"Fout bij het verzenden van nieuwe rechtstreekse koppeling kennisgeving email naar zakenpartner: %s";S;affiliate;T;N
"Referrer URL";"Referentie URL";S;;T;N
"Sale count";"Verkoop teller";S;;T;N
"Sale total cost";"Verkoop totale kosten";S;;T;N
"Sale commision";"Verkoop provisie";S;;T;N
"This features encrypts all payout field values that are stored to database. You have to configure password and initialization vector after feature activation. %s<br/>";"Deze functies versleutelt alle uitbetalingsstructuur gebied waarden die zijn opgeslagen in de database. Je moet een wachtwoord configureren en initialisatie vector na functie activering. %s <br/>";S;;T;N
"Top referrer URL";"Top refererentie URL";B;;T;N
"DirectLinks Approved";"DirectLinks Goedgekeurd";S;affiliate;T;N
"DirectLinks Declined";"DirectLinks Afgewezen";S;affiliate;T;N
"DirectLinks Pending";"DirectLinks afwachting";S;affiliate;T;N
"DirectLinks Deleted";"DirectLinks geweigerd";S;affiliate;T;N
"Affiliate - DirectLink Notification";"Partner - DirectLink Kennisgeving";B;affiliate;T;N
"DirectLink notification";"DirectLink aanmelding";B;affiliate;T;N
"DirectLink URL";"DirectLink URL";S;merchant;N;N
"DirectLink Note";"DirectLink Opmerking";S;merchant;T;N
"DirectLink Approve Link";"DirectLink Goedkeuren Link";S;merchant;T;N
"DirectLink Decline Link";"DirectLink Afwijzen Link";S;merchant;T;N
"Merchant - New DirectLink Notification";"Merchant tools - Nieuwe DirectLink Kennisgeving";B;merchant;T;N
"New DirectLink notification";"Nieuwe aanmelding DirectLink";B;merchant;T;N
"Top affiliates";"Top affiliates";B;merchant;N;N
"Top referring URLs";"Top verwijzende URL's";B;;T;N
"Raw impressions";"Raw vertoningen";S;;T;N
"Unique impressions";"Uniek vertoningen";S;;T;N
"Error sending direct link changed status notification email to affiliate: %s";"Fout bij het verzenden van directe link veranderd status aanmelding e-mail naar affiliate: %s";S;merchant;T;N
"Standard PHP Library is on";"Standaard PHP Library is op";S;;T;N
"Application requires Standard PHP Library extension";"Applicatie is met standaard PHP Bibliotheek uitbreiding";S;;T;N
"Please recompile your PHP with Standard PHP Library extension";"Gelieve uw PHP te hercompileren met standaard PHP Bibliotheek uitbreiding";S;;T;N
"Application requires session.auto_start parameter off";"Applicatie session.auto_start parameter is uitgeschakeld";S;;T;N
"Please turn session.auto_start parameter off in your php.ini";"Schakel session.auto_start parameter in uw php.ini in";S;;T;N
"Task does not exist!";"Taak bestaat niet!";S;;T;N
"Task is not valid!";"Taak is niet geldig!";S;;T;N
"Failed to activate plugin, database user %s has no rights to read information_schema.tables system database.";"Mislukt te activeren plugin, database gebruiker %s heeft geen rechten om te lezen information_schema.tables systeem database.";S;;T;N
"Only numbers in Referral ID";"Alleen getallen in de verwijzingsbeschikking ID";S;;T;N
"Only numbers in Referral ID.";"Alleen getallen in de verwijzingsbeschikking ID.";S;;T;N
"Referral ID can contain only [0-9] characters. %s given";"Referentie ID kan slechts [0-9] tekens hebben. %s gegeven";S;;T;N
"Custom field number (1-5)";"Aangepast veld aantal (1-5)";S;;T;N
"Custom field number must be from range 1-5.";"Aangepast gebied moet het nummer van het bereik 1-5.";S;;T;N
"UltraCart plugin configuration saved";"UltraCart plugin configuratie opgeslagen";S;;T;N
"UltraCart integration plugin";"UltraCart integratie plugin";S;;T;N
"This plugin handles UltraCart IPN notifications (integration of Post Affiliate with UltraCart). Do not forget to configure this plugin after activation.";"Deze plugin bevat UltraCart IPN gevens (integratie van Post Affiliatie met UltraCart). Vergeet niet om deze plugin te activeren.";S;;T;N
"Username Referral IDs";"Gebruikersnaam verwijzingsbeschikking IDs";S;;T;N
"Username will be used as Referral IDs";"Gebruikersnaam zal worden gebruikt als verwijzingsbeschikking IDs";S;;T;N
"Date of sale";"Datum van de verkoop";S;;T;N
"Sale status";"Verkoop status";S;;T;N
"Group by";"Sorteer op";S;;T;N
"You have been contacted by your affiliate";"U heeft een vraag van uw partner";S;merchant;T;N
"at";"op";S;merchant;T;N
"Referrer:";"Referentie:";S;merchant;T;N
"filled ""Contact us"" form.";"gevuld ""Contact"" formulier.";S;merchant;T;N
"Regards,";"Met vriendelijke groet,";S;merchant;T;N
"Dear merchant,";"Beste Merchant,";S;merchant;T;N
"Affiliate name";"Partner naam";S;merchant;T;N
"Affiliate email";"Affiliate email";S;merchant;N;N
"Regards";"Met vriendelijke groet,";S;;T;N
"Dear merchant";"Beste Merchant";S;;T;N
"A new sale/lead was recorded at ";"Een nieuwe verkoop/lead toegevoegd op";S;merchant;T;N
"The sale was assigned to affiliate with user name";"De verkoop werd toegewezen aan affiliate met gebruikersnaam";S;merchant;T;N
"Sale details";"Verkoop details";S;;T;N
"Commission for affiliate";"Provisie voor partnerprogramma";S;merchant;T;N
"Referrer Url";"Referentie Url";S;;T;N
"Dear";"Geachte";S;;T;N
"Thank you for registration in our affiliate program.";"Dank u voor uw registratie bij ons affiliate programma.";S;;T;N
"You have been approved and you can login using the following link";"U bent goedgekeurd en u kunt inloggen met behulp van de volgende link";S;;T;N
"Your username";"Uw gebruikersnaam";S;;T;N
"Your password";"Uw wachtwoord";S;;T;N
"Sincerely,";"Met vriendelijke groet,";S;;T;N
"Your Affiliate manager";"Uw Partner Manager";S;;T;N
"Thank you for your registration in our affiliate program.";"Dank u voor uw registratie bij ons affiliate programma.";S;;T;N
"We review every application";"Wij controleren elke toepassing";S;;T;N
"manually";"handmatig";S;;T;N
"and your registration is waiting for manual approval.";"en uw inschrijving wacht op handmatige goedkeuring.";S;;T;N
"Please, be patient.";"Gelieve even geduld te hebben.";S;;T;N
"After confirming your registration, you will receive one more email with all the necessary information.";"Na bevestiging van uw inschrijving ontvangt u een e-mail met alle nodige informatie.";S;;T;N
"You have been declined in affiliate program.";"U bent geweigerd voor ons affiliate programma.";S;;T;N
"joined your campaign";"Start uw campagne";S;affiliate;T;N
"This affiliate is waiting for your approval.";"Deze partner wacht op uw goedkeuring.";S;affiliate;T;N
"I would like to let you know that we paid your commissions earned in our affiliate program.";"Wij willen u laten weten dat we uw verdiende in ons affiliate programma provisie betaald hebben.";S;;T;N
"Amount payed";"Bedrag betaald";S;;T;N
"Sincerely";"Met vriendelijke groet,";S;;T;N
"Commission from this sale";"Provisie uit deze verkoop";S;;T;N
"One of your sub-affiliates";"Een van uw sub-partners";S;affiliate;T;N
"made a sale/lead.";"een koop / lead.";S;affiliate;T;N
"Sale/lead preview";"Verkoop / lead tonen";S;affiliate;T;N
"Statistics date range";"Statistieken datumbereik";S;;T;N
"Hello";"Hallo";S;;T;N
"we have received new password request for your account";"wij hebben ontvangen een nieuw wachtwoord verzoek voor uw account";S;;T;N
"If this request was initiated by you, please click";"Als dit verzoek van u afkomstig is, klik hier";S;;T;N
"or copy URL";"of kopiëren URL";S;;T;N
"to your browser and change your password.";"naar uw browser om uw wachtwoord te wijzigen.";S;;T;N
"This request is valid until";"Dit verzoek is geldig tot";S;;T;N
"Quality Unit Team";"Quality Unit Team";S;;N;N
"On direct link approve/decline";"Op directe link goedkeuren / afkeuring";C;affiliate;T;N
"TopReferringURLsManagerDescription";"Top Referentie URL Manager beschrijving";C;;T;N
"All URLs";"Alle URL's";C;affiliate;T;N
"First click referrer URL";"Eerste klik referentie URL";C;affiliate;T;N
"Last click referrer URL";"Laatste klik referentie URL";C;affiliate;T;N
"banner ID";"banner ID";C;merchant;N;N
"On new direct link";"Op nieuwe rechtstreekse koppeling";C;merchant;T;N
"On direct link approved";"Op directe link goedgekeurd";C;merchant;T;N
"TopAffiliatesDescription";"Top Affiliates beschrijving";C;merchant;T;N
"status";"status";S;;N;N
"size";"grootte";S;;T;N
"destination url";"bestemmings-URL";S;;T;N
"Here you can specify how your links will look like.<br/>The link format will be: http://www.yoursite.com/prefixAFFILIATEIDseparatorBANNERIDsuffix<br/>for example: http://www.yoursite.com/ref/11111111/22222222.html";"Hier kunt u opgeven hoe uw link eruit zal zien. <br/> Het link formaat zal zijn: http://www.yoursite.com/prefixAFFILIATEIDseparatorBANNERIDsuffix <br/> bijvoorbeeld: http://www.yoursite.com/ref / 11111111/22222222.html";S;merchant;T;N
"Pdf Parser Error: ";"Pdf Parser Error: ";S;;N;N
"Pdf Not Uploaded , No Variables Found !";"Pdf niet Uploaded, geen variabelen gevonden!";S;;T;N
"Bad Password";"Fout wachtwoord";S;;T;N
"New User Signup Status";"Nieuwe gebruiker aanmeldstatus";S;merchant;T;N
"New User Signup Approve Link";"Nieuwe gebruiker aanmelding goedkeur link";S;merchant;T;N
"New User Signup Decline Link";"Nieuwe gebruiker aanmelding afwijs link";S;merchant;T;N
"Sale Approve Link";"Verkoop goedkeur link";S;merchant;T;N
"Sale Decline Link";"Verkoop afwijs link";S;merchant;T;N
"Affiliate Join Campaign Approve Link";"Affiliate Campagne aanmelding goedkeur link";S;affiliate;T;N
"Affiliate Join Campaign Decline Link";"Affiliate Campagne aanmelding afwijs link";S;affiliate;T;N
"Failed to load direct link. (direct link propably deleted)";"Fout bij laden directe link. (directe link hoogstwaarschijnlijk verwijderd)";S;merchant;T;N
"Session autostart is off";"Sessie autostart is uitgeschakeld";S;;T;N
"Clearing templates cache";"Schonen sjablonen cache";S;;T;N
"Separator:";"Scheidingsteken:";S;;T;N
"TrialPay plugin configuration saved";"TrialPay plugin configuratie opgeslagen";S;;T;N
"TrialPay integration plugin";"TrialPay integratie plugin";S;;T;N
"This plugin handles TrialPay notifications (integration of Post Affiliate with TrialPay).";"Deze plugin bevat TrialPay gegevens (integratie van Post Affiliatie met TrialPay).";S;;T;N
"added new directlink at";"toegevoegde nieuwe DirectLink op";S;merchant;T;N
"If you like to APPROVE it click here";"Als u wilt goedkeuren, klik hier";S;merchant;T;N
"If you like to DECLINE it click here";"Als u wilt weigeren klik hier";S;merchant;T;N
"If you want to APPROVE new affiliate click here";"Als u wilt ERKENNEN nieuwe affiliate klik hier";S;merchant;T;N
"If you want to DECLINE new affiliate click here";"Als u wilt weigeren nieuwe affiliate klik hier";S;merchant;T;N
"If you want to APPROVE new sale click here";"Als u wilt ERKENNEN nieuwe verkoop klik hier";S;merchant;T;N
"If you want to DECLINE new sale click here";"Als u wilt weigeren nieuwe verkoop klik hier";S;merchant;T;N
"If you want to APPROVE affiliate to join camapign click here";"Als u wilt ERKENNEN partner om toe te treden tot camapign klik hier";S;affiliate;T;N
"If you want to DECLINE affiliate to join camapign click here";"Als u wilt weigeren partner om toe te treden tot camapign klik hier";S;affiliate;T;N
"Enter Pasword For Pdf Document";"Geef wachtwoord voor PDF Document";C;;T;N
"Pdf Password Request";"Pdf Wachtwoord aanvragen";C;;T;N
"Ok";"Oke";C;;T;N
"Tiers visible";"Staffels zichtbaar";C;merchant;T;N
"Number of tiers visible to affiliate";"Aantal lagen zichtbaar voor partnerprogramma";C;merchant;T;N
"Html";"Html";B;;N;N
"Wysiwyg";"Wysiwyg";C;;N;N
"Quality Unit News";"Quality Unit Nieuws";S;merchant;T;N
"Key %s does not contain %s it contains %s";"Toets %s bevat geen %s bevat %s";S;;T;N
"Credits";"Credits";S;merchant;N;N
"Change log";"Wijzig Log";C;merchant;T;N
"Note for affiliate";"Notitie voor de affiliate";C;merchant;T;N
"Hide custom text body and generate it automatically from HTML version";"Verberg aangepaste tekst in het automatisch genereren van HTML-versie";C;;T;N
"Edit custom text body of email";"Bewerken aangepaste tekst van e-mail";C;;T;N
"In subject of mail can be used all variables supported in body of mail.";"In het onderwerp van mail kunnen gebruikt worden alle variabelen.";C;;T;N
"Html Body";"Html Body";C;;N;N
"Text Body";"Tekst Body";C;;T;N
"Fixed cost";"Vaste kosten";B;;T;N
"Name of commission type attribute has to be unique";"Naam van provisie type eigenschap moet uniek zijn";S;;T;N
"Coupon code must be unique";"Bon code moet uniek zijn";S;;T;N
"description";"beschrijving";S;;T;N
"maximum coupons per affiliate";"maximale bonnen per partner";S;;T;N
"Status successfully set to selected coupon(s)";"Status succesvol ingesteld op geselecteerde bon(en)";S;;T;N
"Failed to set status selected coupon(s)";"Fout op de status van geselecteerde bon(en)";S;;T;N
"Coupon";"Bon";B;;T;N
"Validity";"Geldigheid";S;;T;N
"Coupon banner with id %s not exist";"Bon banner met id %s bestaat niet";S;;T;N
"unlimited";"onbeperkt";B;;T;N
"Create coupons";"Maak bonnen";S;;T;N
"User ID";"Gebruiker ID";S;;T;N
"Valid from";"Geldig van";B;;T;N
"Valid to";"Geldig tot";B;;T;N
"Limit use";"Beperk het gebruik";B;;T;N
"Error during ";"Fout tijdens";S;;T;N
"Coupons are successfuly ";"Bon succesvol ";S;;T;N
"Coupon assigment";"Bon opdracht";B;;T;N
"Coupons to each affiliate";"Bonnen aan alle partners";S;;T;N
"Coupon codes";"Boncodes";S;;T;N
"Coupon format";"Bon-formaat";B;;T;N
"Number of coupons";"Aantal kortingsbonnen";B;;T;N
"Generate coupons";"Genereer bonnen";B;;T;N
"Generating coupons was stopped, because coupon format is too small";"Het genereren van de bonnen is gestopt, omdat het bon-formaat te klein is";S;;T;N
"Import coupons";"Import bonnen";B;;T;N
"Importing coupons was stopped, because coupon code %s already exists";"Import bonnen is gestopt, omdat boncode %s al bestaat";S;;T;N
"Offline sale";"Offline verkoop";B;;T;N
"Failed to assign coupon";"Fout bij bon";S;;T;N
"Coupon was successfully assigned";"Kortingsbon is toegewezen";S;;T;N
"Page Peel Banner";"Page Peel Banner";S;;N;N
"Peelbanners are also known as magic corners or pagepeels. They are displayed as a small animated corner of the page and wakes the curiosity of most users. Only if the user moves his mouse onto, it peels impressively over the real homepage.";"Banners zijn ook bekend als Magic hoeken of pagepeels. Ze worden weergegeven als een kleine geanimeerde hoek van de pagina en trekt de nieuwsgierigheid van de meeste gebruikers. Alleen als de gebruiker er met zijn muis overheen gaat, rolt deze uit over homepage.";S;;T;N
"Affiliate - On change  Sale / Lead status";"Partner - Op veranderen  Verkoop / Lead status";B;affiliate;T;N
"Change sale / lead status";"Wijzig verkoop / lead status";B;affiliate;T;N
"Affiliate - New Sale / Lead";"Partner - Nieuw Verkoop / Lead";B;affiliate;T;N
"Generate mails with subject: %s";"Genereer mails met als onderwerp: %s";S;;T;N
"Scheduled %s mails";"Geplande %s mails";S;;T;N
"Mail template not defined in database for templateId %s";"Mail sjabloon niet gedefinieerd in de database voor template Id %s";S;;T;N
"Mail will be delivered in background process.";"Mail wordt afgeleverd in de achtergrond.";S;affiliate;T;N
"Mails will be created and delivered in background process.";"Mail zal worden gemaakt en geleverd in de achtergrond.";S;;T;N
"Default Currency";"Standaard Valuta";S;;T;N
"Clickthrough ratio";"Klikfrequentie verhouding";S;merchant;T;N
"Avg. com. per click";"Gem. pro. per klik";S;merchant;T;N
"Avg. com. per impression";"Gem. pro. per vertoning";S;merchant;T;N
"Avg. amount of order";"Gem. bedrag van de orders";S;merchant;T;N
"Failed to approve direct link %s.";"Niet goedkeuren directe link %s.";S;merchant;T;N
"Direct link %s was successfully approved.";"Directe koppeling %s werd met succes goedgekeurd.";S;merchant;T;N
"Failed to decline direct link %s.";"Fout directe link %s.";S;merchant;T;N
"Waiting";"Wachten";S;;T;N
"Minimum length of %s in %s is %s";"Minimale lengte van %s in %s is %s";S;;T;N
"Delete directory %s";"Verwijderen map %s";S;;T;N
"Copy directory %s";"Kopieer map %s";S;;T;N
"Create account";"Maak account";S;;T;N
"Importing Language";"Import Taal";S;;T;N
"FTP - Copy files";"FTP - Kopieer bestanden";S;;T;N
"Following requires functions are not enabled or available: %s";"Volgende vereist functies zijn niet ingeschakeld of beschikbaar: %s";S;;T;N
"Unzip file %s";"Unzip bestanden %s";S;;T;N
"Update account";"Update rekening";S;;T;N
"Update application files";"Update aanvraagdossiers";S;;T;N
"Import language file %s";"Import taal bestand %s";S;;T;N
"Send mails from outbox";"Stuur mails van outbox";S;;T;N
"Pending %s mails";"In afwachting van %s mails";S;;T;N
"%s has to be valid date";"%s heeft geldige datum";S;;T;N
"%s has to be positive integer";"%s heeft tot een positief getal";S;;T;N
"%s has to be integer";"%s heeft integer";S;;T;N
"%s is mandatory";"%s is verplicht";S;;T;N
"%s has to be number";"%s zijn nummer";S;;T;N
"Updated";"Updated";S;;N;N
"Task name";"Taaknaam";S;;T;N
"Progress";"Voortgang";S;;T;N
"Failed to delete task.";"Fout bij verwijderen taak.";S;;T;N
"It is not possible to delete running task.";"Het is niet mogelijk om lopende taak te verwijderen.";S;;T;N
"This type of task is not allowed to be deleted.";"Dit type van opdracht is niet toegestaan om te worden verwijderd.";S;;T;N
"Task deleted.";"Taak verwijderd.";S;;T;N
"Cron request finished.";"Cron verzoek gereed.";S;;T;N
"Maximum Commissions Per Referral";"Maximale provisies per verwijzingsklik";S;;T;N
"This plugin enables to set limit of maximum number of commissions per user(customer) in time interval(seconds) that will be saved.";"Deze plugin maakt het mogelijk om de limiet van maximaal aantal provisies per gebruiker (klant) in tijd interval (seconden) in te stellen die zullen worden opgeslagen.";S;;T;N
"all time";"alles";S;;T;N
